ORIGEN	GRUPO	CODIGO	NOMBRE	UM	PRECIO
Demanda	ENSAYO LABORATORIO - ALUMINIO	11873	ENSAYO DE FATIGA POR ACEPTACION PARA PISOS EN ALUMINIO DE PUENTES PEATONALES PROTOTIPO PARA BOGOTA. Norma técnica: Protocolo CTO IDU-791-17	UN	7373000
Demanda	ENSAYO LABORATORIO - ALUMINIO	11874	ENSAYO DE PUNZONAMIENTO SIMPLE PARA PISOS EN ALUMINIO DE PUENTES PEATONALES PROTOTIPO PARA BOGOTA. Norma técnica: Protocolo CTO IDU-791-17	UN	744000
Demanda	ENSAYO LABORATORIO - CONCRETO PRETENSADO	11875	ENSAYO DE FATIGA POR ACEPTACION PARA PISOS EN CONCRETO DE PUENTES PEATONALES PROTOTIPO PARA BOGOTA. Norma técnica: Protocolo CTO IDU-791-17	UN	6583000
Demanda	ENSAYO LABORATORIO - NEOPRENO	11876	METODO DE ENSAYO NORMALIZADO PARA TEMPERATURA DE FRAGILIDAD DE PLASTICOS Y ELASTOMEROS POR IMPACTO. Norma técnica: NTC-3336-98 ASTM D746-24	UN	452200
Demanda	ENSAYO LABORATORIO - PINTURA	11877	RECUBRIMIENTO RICO EN ZINC TIPO I, INORGANICO Y TIPO II ORGANICO (PORCENTAJE MINIMO DE ZINC). Norma técnica: SSPC-PAINT20-19	UN	165334
Demanda	ENSAYO LABORATORIO - PLÁSTICO RÍGIDO	11878	ENSAYO DE PUNZONAMIENTO SIMPLE PARA PISOS EN PLASTICO RIGIDO DE PUENTES PEATONALES PROTOTIPO PARA BOGOTA. Norma técnica: Protocolo CTO IDU-791-17	UN	476000
Demanda	ENSAYO LABORATORIO - COMPONENTE DE ESPACIO PÚBLICO	11880	METODOS PARA MUESTREO Y ENSAYOS DE UNIDADES DE MAMPOSTERIA Y OTROS PRODUCTOS DE ARCILLA (COEFICIENTE DE SATURACION). Norma Técnica: NTC-4017-18 numeral 10.4.4	UN	77350
Demanda	ENSAYO LABORATORIO - COMPONENTE DE ESPACIO PÚBLICO	11881	RESISTENCIA DEL CONCRETO A LA ABRASION MEDIANTE CHORRO DE ARENA (SANDBLASTING). Norma Técnica: INVE-425-13 ASTM C418-20	UN	103669
Demanda	BORDILLOS Y LOSETAS	11882	PIEZA DE REMATE CURVA A117 PARA RAMPA TIPO C (600x400x450mm)	UN	113162
Demanda	BORDILLOS Y LOSETAS	11883	SARDINEL ESPECIAL A116 PARA RAMPA TIPO C (600x600x350mm)	UN	121836
Demanda	BORDILLOS Y LOSETAS	11885	PIEZA DE REMATE A115 PARA RAMPA VEHICULAR TIPO B (600x400x450mm)	UN	108000
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11886	TEE HD E.L. D=3" x 3"	UN	342720
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11887	KIT DE NIVELACION PARA HIDRANTE TIPO TRAFICO D=3" LONGITUD 300mm	UN	913920
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	11888	SEÑAL VERTICAL PREVENTIVA SP-46B TIPO CUADRADO CON FLECHA. Lámina galvanizada Cal. 16, Ángulo de 2x14. Reflectivo diamante tipo XI, verde limón. Pintura electrostática.	UN	643554
Demanda	CANAL DE DRENAJE	11889	CANAL DE DRENAJE MONOLÍTICO EN CONCRETO POLIMÉRICO RD 100V, CLASE F900, COLOR NATURAL, H=26.5cm A=16cm, Long=100cm (Incluye rejilla).	UN	834085
Demanda	CANAL DE DRENAJE	11890	CANAL DE DRENAJE MONOLÍTICO EN CONCRETO POLIMÉRICO RD 150V  0.0, CLASE F900, COLOR NATURAL, H=28cm A=21cm, Long=100cm (Incluye rejilla).	UN	847808
Demanda	CANAL DE DRENAJE	11891	CANAL DE DRENAJE MONOLÍTICO EN CONCRETO POLIMÉRICO RD 150V 10.0, CLASE F900, COLOR NATURAL, H=38cm A=21cm, Long=100cm (Incluye rejilla).	UN	964431
Demanda	AMBIENTAL	11893	CUERDA NYLON D= 3mm	ML	952
Demanda	ACTIVIDADES A TODO COSTO	11894	PERFORACIÓN HORIZONTAL PARA DUCTO DE POLIETILENO D=4", INCL. TUBERÍA (INCL. SUMINISTRO E INSTALACIÓN)	ML	529880
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11895	VÁLVULA DE PIE ANTIGOLPE DE ARIETE - BRONCE D= 3".	UN	664823
Demanda	SOLDADURA,  PEGANTES Y LIMPIADORES	11896	SOLDADURA SOLVENTE PARA CPVC (1/8 GLN)	UN	77700
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11897	TUBERIA CPVC D=3/4"	ML	17100
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11898	TUBERIA CPVC D=1/2"	ML	10404
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11899	CODO 90° CPVC E.L. D=3/4"	UN	4202
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11903	UNION CPVC D=1/2"	UN	1689
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11904	UNION CPVC D=3/4"	UN	2493
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11905	CODO 90° CPVC E.L. D=1/2"	UN	2324
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11906	TEE CPVC D=1/2"	UN	3084
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11907	TEE CPVC D=3/4"	UN	4884
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11908	ADAPTADOR HEMBRA CPVC D=3/4"	UN	4837
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11909	ADAPTADOR MACHO CPVC D=3/4"	UN	3111
Demanda	TUBERIA Y ACCESORIOS EN ACERO GALVANIZADO	11910	CODO ACERO GALVANIZADO 90° D=1/2"	UN	3134
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11911	ADAPTADOR HEMBRA CPVC D=1/2"	UN	3968
Demanda	TUBERIA Y ACCESORIOS EN ACERO GALVANIZADO	11912	NIPLE ACERO GALVANIZADO D=1/2" L=80MM	UN	3396
Demanda	TUBERIA Y ACCESORIOS EN ACERO GALVANIZADO	11913	TAPON ACERO GALVANIZADO D=1/2"	UN	2507
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	11914	BUJE SOLDADO SANITARIA PVC D=4" x 2"	UN	14595
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	11915	BUJE SOLDADO SANITARIA PVC D=6" x 4"	UN	54870
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	11916	YEE REDUCIDA PVC SANITARIA D=6" x 4"	UN	180228
Demanda	CABLES Y ACCESORIOS ELECTRICOS	11918	INTERRUPTORTRIPLE CONMUTABLE BLANCO	UN	13700
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11919	PODA DE ESPECÍMENES MENORES A 5M (Incluye mano de obra)	UN	232050
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11920	PODA RADICULAR (Incl. MdeO) Poda de raíz de especímenes de Rango 1. Incl. poda, aplicación de cicatrizante, astillado de residuos, limpieza del lugar, transporte y disposición final de residuos e info	UN	256395
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11921	RIEGO DE ÁRBOL (Se aplica dosis de 40 litros por árbol)	UN	8981
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11922	PODA DE ESPECÍMENES MAYORES A 5M (Incluye mano de obra)	UN	279650
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11923	FERTILIZACIÓN EDÁFICA (Incluye mano de obra). Aplicación de 100 gramos de fertilizante por árbol.	UN	12491
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11924	PODA RADICULAR (Incl. MdeO) Poda de raíz de especímenes de Rango 2. Incl. poda, aplicación de cicatrizante, astillado de residuos, limpieza del lugar, transporte y disposición final de residuos e info	UN	256395
Demanda	BORDILLOS Y LOSETAS	11925	BORDILLO NO TRASPASABLE (Separador de Carril no rebasable) EN POLIETILENO DE ALTA DENSIDAD SIN PLOMO DE COLOR AMARILLO, SECCIONADO EN DOS UNIDADES, ALTURA MÍNIMA 15 cm, ANCHO 20 cm y LARGO 100 cm	UN	146155
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	11926	SEÑAL VERTICAL PREVENTIVA DE (60cm x 60cm) EN REFLECTIVO DE ALTA INTENSIDAD TIPO IV O SUPERIOR Y LÁMINA GALVANIZADA CAL. 16, INCLUYE PEDESTAL EN ÁNGULO	UN	470640
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	11927	SEÑAL VERTICAL PREVENTIVA DE (45cm x 45cm) EN REFLECTIVO DE ALTA INTENSIDAD TIPO IV O SUPERIOR Y LÁMINA GALVANIZADA CAL. 16, INCLUYE TUBO GALVANIZADO DE 2" DE DIÁMETRO INTERNO	UN	327356
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	11928	SEÑAL VERTICAL PREVENTIVA DE (60cm x 60cm) CON PLAQUETA (ALTO MÁXIMO DE 23cm) EN REFLECTIVO DE ALTA INTENSIDAD TIPO IV O SUPERIOR Y LÁMINA GALVANIZADA CAL. 16, INCLUYE PEDESTAL EN ÁNGULO	UN	557014
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	11929	SEÑAL VERTICAL INFORMATIVA DE (60cm x 60cm) EN REFLECTIVO DE ALTA INTENSIDAD TIPO IV O SUPERIOR Y LÁMINA GALVANIZADA CAL. 16, INCLUYE PEDESTAL EN ÁNGULO	UN	470640
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	11930	SEÑAL VERTICAL GRUPO DE REGLAMENTARIAS TIPO CIRCULO D=45cm. INCLUYE SUMINISTRO E INSTALACION.	UN	438683
Demanda	CABLES Y ACCESORIOS ELECTRICOS	11936	TRANSFORMADOR SEMISUMERGIBLE 112,5 KVA 11,4K/208-120V	UN	26665784
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11939	BUJE SOLDADO PRESION PVC D= 2" x 3/4"	UN	8288
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11940	REGISTRO BOLA PVC 3" TIPO PESADO	UN	135900
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11941	BUJE SOLDADO PRESION CPVC D=3/4" x 1/2"	UN	2210
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11942	TEE HD E.L. D=2" x 2"	UN	191590
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11943	REGISTRO BOLA PVC 4" TIPO PESADO	UN	158900
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11944	CODO 45° PVC E.L. D=3/4"	UN	2497
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11945	UNION PVC E.L. D=1 1/2". NORMA NTC 382	UN	3913
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11946	UNION PVC E.L. D=3/4". NORMA NTC 382	UN	956
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11947	BUJE SOLDADO PRESION PVC D= 1 1/4" x 1/2"	UN	3512
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11948	BUJE SOLDADO PRESION PVC D= 2" x 1 1/4"	UN	8288
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11949	BUJE SOLDADO PRESION PVC D= 2" x 1"	UN	8288
Demanda	TUBERÍA Y ACCESORIOS CONDUIT GALVANIZADAS	11950	COPA REDUCIDA GALVANIZADA HD 2" x 3/4"	UN	9785
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11951	UNIÓN BRIDA x ACOPLE UNIVERSAL 3"	UN	220150
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11952	UNIÓN BRIDA x ACOPLE UNIVERSAL 4"	UN	242760
Demanda	TUBERÍA Y ACCESORIOS CONDUIT GALVANIZADAS	11953	JUNTA ANTIVIBRATORIA D= 4"	UN	328572
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11954	PASAMURO ACERO INOXIDABLE D= 1 1/2" x 50cm PARA TUBO DE 1"	UN	177111
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11955	PASAMURO ACERO INOXIDABLE D= 4" x 50cm PARA TUBO DE 3"	UN	421628
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11956	MANÓMETRO DE PRESIÓN 0 - 200 PSI	UN	75829
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11958	PASAMURO ACERO INOXIDABLE D= 2 1/2" x 50cm PARA TUBO DE 2"	UN	296066
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	11960	ADAPTADOR MACHO CPVC D=1/2"	UN	2530
Demanda	LADRILLOS, BLOQUES Y ADOQUINES	11961	BLOQUE No. 3	UN	1350
Demanda	CABLES Y ACCESORIOS ELECTRICOS	11965	TRANSFORMADOR SEMISUMERGIBLE 300 KVA 11,4K/208-120V	UN	36877567
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	11968	BASE GRANULAR CLASE A (BGA_BG38)	M3	121380
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	11969	AGREGADOS RECICLADOS PARA SUBBASE GRANULAR (AR_SBG50)	M3	101526
Demanda	CANAL DE DRENAJE	11972	  CANAL DE DRENAJE MONOLÍTICO Y REJA EN CONCRETO POLIMÉRICO RD 150V 20.0, F900, H=48cm, A=21cm, Long.=100cm. Resume estos datos	UN	1252256
Demanda	CANAL DE DRENAJE	11973	CANAL DE DRENAJE MONOLÍTICO Y REJA EN CONCRETO POLÍMERICO PD 100V, D400, H=23cm, A=15cm, Long.=100cm.	UN	545745
Demanda	CANAL DE DRENAJE	11974	CANAL DE DRENAJE MONOLÍTICO Y REJA EN CONCRETO POLÍMERICO RD 200V 0.0,F900, H=33cm, A=26cm, Long.=100cm.	UN	1240911
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11977	TAPON HD J.H. D=3"	UN	153510
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11978	TEE HD J.H. D=10" x 6"	UN	2216970
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11979	CODO HD J.H. PARA PVC 22.5° D=2"	UN	135660
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11981	PLANTACIÓN DE CARISECO H= 1.5 m. (Incluye suministro al sitio de obra, plantacion, aplicación y mezcla de sustrato, tutor y amarre. Incluye transporte y disposición final de sobrantes en sitio autorizado a 28 Kms).	UN	204483
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11982	PLANTACION DE PALMA ALEJANDRA H= 1.5 m. (Incluye suministro al sitio de obra, plantacion, aplicación y mezcla de sustrato, tutor, amarre, incluye transporte y disposición final de sobrantes en sitio autorizado a 28 km).	UN	324685
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11983	PLANTACION DE SIETECUEROS H= 1.5 m. (Incluye suministro al sitio de obra, plantacion, aplicación y mezcla de sustrato, tutor y amarre. Incluye transporte y disposición final de sobrantes en sitio autorizado a 28 km).	UN	232050
Demanda	MATERIALES BÁSICOS	11984	CLORURO DE CALCIO (En perlas)	KG	10000
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11987	PLANTACION DE CUCHARO H= 1.5 m. (Incluye suministro al sitio de obra, plantacion, aplicación y mezcla de sustrato, tutor y amarre. Incluye transporte y disposición final de sobrantes en sitio autorizado a 28 km).	UN	153259
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	11988	TELA PARA CERRAMIENTO 55 gr/m2, COLOR BLANCO, ANCHO = 2.10m	ML	2990
Demanda	SELLANTES-IMPERMEABILIZANTES Y ADITIVOS CONCRETOS	11989	ESPUMA DE POLIETILENO, ANCHO = 1.00 m,  ESPESOR = 5 mm	ML	4800
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	11990	HELECHO MACHO H=1.0 m. (Incluye suministro al sitio de obra)	UN	132637
Demanda	ACTIVIDADES A TODO COSTO	11991	PERFORACIÓN HORIZONTAL PARA DUCTO DE POLIETILENO D=6", INCLUYE TUBERÍA (Incluye suministro e instalación)	ML	757125
Demanda	ACTIVIDADES A TODO COSTO	11992	PERFORACIÓN HORIZONTAL PARA DUCTO DE POLIETILENO D=12", INCLUYE TUBERÍA (Incluye suministro e instalación)	ML	1999200
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	11993	ADAPTADOR TERMINAL CAMPANA PVC D=2" 	UN	6000
Demanda	TUBERÍA Y ACCESORIOS EN POLIETILENO	11994	TEE PE 6"x6" - PE100, PN 16 - RDE 11	UN	645934
Demanda	TUBERÍA Y ACCESORIOS EN POLIETILENO	11995	REDUCCIÓN CONCÉNTRICA 6"X4" - PE100 - PN16 - RDE 11	UN	226474
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	11996	TAPON HD J.H. D=12"	UN	1711220
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	11997	BASE GRANULAR CLASE B (BGB_BG38)	M3	121380
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	11998	BARRERA DE SEGURIDAD - SEPARADOR CICLORUTA TIPO A-165 SIN ANCLAJE (0.53m x 0.60m x 1.50m) COLOR GRIS RESISTENCIA CONCRETO 28 Mpa	UN	92996
Demanda	ELEMENTOS DE BIOSEGURIDAD	12002	ALCOHOL ANTISÉPTICO (ALCOHOL AL 70%). (Según Apéndice Bioseguridad Covid 19)	GLN	27000
Demanda	ELEMENTOS DE BIOSEGURIDAD	12003	TOALLAS DE PAPEL PARA MANOS. TIPO Z.  DOBLE HOJA. (PAQUETE 150 HOJAS)_(Según Apéndice Bioseguridad Covid 19)	UN	8287
Demanda	ELEMENTOS DE BIOSEGURIDAD	12004	DISPENSADOR PLÁSTICO DE TOALLAS TIPO Z._(Según Apéndice Bioseguridad Covid 19)	UN	59235
Demanda	ELEMENTOS DE BIOSEGURIDAD	12005	MESA PLÁSTICA DE 0.72m x 0.72m x 0.72m._(Según Apéndice Bioseguridad Covid 19)	UN	107900
Demanda	ELEMENTOS DE BIOSEGURIDAD	12006	TERMOMETRO INFRARROJO PARA USO EN HUMANOS, LIBRE DE CONTACTO, IMPERMEABLE. (Según Apéndice Bioseguridad Covid 19)	UN	78100
Demanda	ELEMENTOS DE BIOSEGURIDAD	12010	JABÓN LIQUIDO PARA MANOS._(Según Apéndice Bioseguridad Covid 19)	GLN	26000
Demanda	ELEMENTOS DE BIOSEGURIDAD	12011	LAVAMANOS PORTÁTIL EN ACERO INOXIDABLE CON DOS TANQUES PARA AGUA LIMPIA Y RESIDUAL DE 20 LT C/U_ (Según Apéndice Bioseguridad Covid 19)	UN	1100000
Demanda	ELEMENTOS DE BIOSEGURIDAD	12015	GEL ANTIBACTERIAL Antiséptico para manos sin enjuague, a base de glicerina, alcohol antiséptico al 70%, contenido máx. de agua 30%._(Según Apéndice Bioseguridad Covid 19)	LT	13500
Demanda	ELEMENTOS DE BIOSEGURIDAD	12017	FUMIGADORA DE ESPALDA. ASPERSOR BOMBA MANUAL 20 LITROS. DESINFECCIÓN._ (Según Apéndice Bioseguridad Covid 19)	UN	129900
Demanda	ELEMENTOS DE BIOSEGURIDAD	12019	BIG BAG TELA POLIPROPILENO R220 GM/2 Rollo de 100m-100cm x 100cm x 160cm Solapa/Fondo Ciego. Reata 25/30 blancos	UN	59417
Demanda	TRANSPORTES DE MATERIALES Y ACARREOS	12020	CARGUE, TRANSPORTE Y DISPOSICIÓN FINAL DE MADERA.	M3	29691
Demanda	TRANSPORTES DE MATERIALES Y ACARREOS	12021	CARGUE, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS TIPO AGLOMERADO Y GUADUA.	KG	1071
Demanda	ELEMENTOS DE BIOSEGURIDAD	12022	OVEROL TYVEK BLANCO	UN	32900
Demanda	ELEMENTOS DE BIOSEGURIDAD	12023	RESPIRADOR ELASTOMÉRICO MEDIA CARA	UN	62475
Demanda	ELEMENTOS DE BIOSEGURIDAD	12024	FILTRO P-100 PARTÍCULAS S/ACEITE HUMOS METÁLICOS VAPORES	PAR	39000
Demanda	ELEMENTOS DE BIOSEGURIDAD	12025	MONOGAFAS CON VENTILACIÓN DIRECTA	PAR	11100
Demanda	ELEMENTOS DE BIOSEGURIDAD	12026	GORRO DESECHABLE COFIA BLANCO	UN	268
Demanda	ELEMENTOS DE BIOSEGURIDAD	12027	VYNIPEL DE 50cm x 50cm CALIBRE 6	ROLLO	34140
Demanda	ELEMENTOS DE BIOSEGURIDAD	12028	DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS (MATERIALES CON CARACTERÍSTICAS DE PELIGROSIDAD TÓXICA, CORROSIVO, INFLAMABLES, EXPLOSIVOS Y/O ESPECIALES (RESIDUOS APROVECHABLES MEZCLADOS, COLCHONES, SOFÁS, FIBRAS DE VIDRIO Y BOLSAS DE CEMENTOS)	KG	2118
Demanda	ELEMENTOS DE BIOSEGURIDAD	12029	PETO PVC	UN	24364
Demanda	ELEMENTOS DE BIOSEGURIDAD	12030	CANECA PLÁSTICA CON TAPA 60 LTS	UN	65000
Demanda	ELEMENTOS DE BIOSEGURIDAD	12031	TAPABOCAS N95 SIN FILTRO. (Según Apéndice Bioseguridad Covid 19)	UN	2800
Demanda	ELEMENTOS DE BIOSEGURIDAD	12039	TAPABOCAS DESECHABLE. _(Según Apéndice Bioseguridad Covid 19)	UN	336
Demanda	ELEMENTOS DE BIOSEGURIDAD	12040	HIPOCLORITO AL 5%._ (Según Apéndice Bioseguridad Covid 19)	LT	2800
Demanda	TUBERÍA Y ACCESORIOS EN POLIETILENO	12043	TEE PE 12"X6" PE100, PN16 - RDE 11	UN	3440464
Demanda	MATERIALES DE FERRETERÍA Y OTROS	12045	ANGEO PLÁSTICO	M2	1642
Demanda	MATERIALES DE FERRETERÍA Y OTROS	12046	TRAGANTE CÚPULA CONCÉNTRICA DE 8"x 6" EN ALUMINIO	UN	148043
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	12048	ABONO ORGÁNICO COMPOST (No incluye transporte)	KG	17751
Demanda	MARCOS, TAPAS, REJILLAS, HERRAJES Y CAJILLAS	12050	REJA TIPO PASARELA FUNDICIÓN CLASE DE CARGA C250, Long=500 mm, H=22 mm, Ancho=323 mm	UN	471796
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	12051	TUBERIA PVC SANITARIA D=10"	ML	226632
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	12052	TEE PVC SANITARIA D=6"	UN	236284
Demanda	SELLANTES-IMPERMEABILIZANTES Y ADITIVOS CONCRETOS	12058	LÍQUIDO INHIBIDOR PASIVADOR DE CORROSIÓN DEL CONCRETO REFORZADO	KG	6526
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	12059	VÁLVULA CHEQUE DE 2" CLASE 300.	UN	425987
Demanda	PINTURAS	12090	RECUBRIMIENTO EPÓXICO DE ALTA RESISTENCIA QUÍMICA INSENSIBLE A LA HUMEDAD	KG	160155
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	12091	SEPARADORES (ESPACIADOR) DE DUCTERÍA PARA 2 TUBOS DE Ø2" UNA Y DOBLE CARA	UN	8330
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	12092	SEPARADORES (ESPACIADOR) DE DUCTERÍA PARA 4 TUBOS DE Ø2" UNA Y DOBLE CARA	UN	14280
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	12093	SEPARADORES (ESPACIADOR) DE DUCTERÍA PARA 6 TUBOS DE Ø2" UNA Y DOBLE CARA	UN	21420
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	12094	SEPARADORES (ESPACIADOR) DE DUCTERÍA PARA 8 TUBOS DE Ø2" UNA Y DOBLE CARA	UN	26180
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	12095	SEPARADORES (ESPACIADOR) DE DUCTERÍA PARA 2 TUBOS DE Ø4" UNA Y DOBLE CARA	UN	9520
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	12096	SEPARADORES (ESPACIADOR) DE DUCTERÍA PARA 4 TUBOS DE Ø4" UNA Y DOBLE CARA	UN	16660
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	12097	SEPARADORES (ESPACIADOR) DE DUCTERÍA PARA 6 TUBOS DE Ø4" UNA Y DOBLE CARA	UN	29750
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	12098	SEPARADORES (ESPACIADOR) DE DUCTERÍA PARA 8 TUBOS DE Ø4" UNA Y DOBLE CARA	UN	32130
Demanda	CANAL DE DRENAJE	12229	TAPA CIEGA INICIO PARA CANAL DE INSPECCIÓN DE DRENAJE RD 200V 0.0, CLASE F900, COLOR NATURAL, H= 33cm, A= 26cm	UN	510345
Demanda	LADRILLOS, BLOQUES Y ADOQUINES	12234	BLOQUE DE CEMENTO MACIZO 4.2MPA VERDE DE 6X10X20 cm.	UN	2350
Demanda	SELLANTES-IMPERMEABILIZANTES Y ADITIVOS CONCRETOS	12235	MICROFIBRA SINTÉTICA MULTIFILAMENTO  DE POLIPROPILENO	KG	55692
Demanda	ENSAYO LABORATORIO - PINTURA	12236	METODO DE ENSAYO PARA LA RESISTENCIA A LA TRACCION DE RECUBRIMIENTOS, UTILIZANDO PROBADORES PORTATILES DE ADHERENCIA. Norma Técnica: NTC-3916-96 ASTM D4541-22	UN	241770
Demanda	ENSAYO LABORATORIO - ALUMINIO	12237	DEFINICIONES Y METODOS PARA LOS ENSAYOS MECANICOS DE PRODUCTOS DE ACERO (TRACCION DE LAMINA EN ALUMINIO). Norma Técnica: NTC-3353-24 ASTM E8/E8M-24	UN	134884
Demanda	ENSAYO LABORATORIO - ALUMINIO	12238	METODOS DE PRUEBA ESTANDAR PARA PRUEBAS DE FLEXION DE MATERIALES PARA DETERMINAR SU DUCTILIDAD (FLEXION DE LAMINA EN ALUMINIO). Norma Técnica: ASTM E290-22	UN	159460
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	12239	SUBBASE GRANULAR PEA CLASE A - (SBG_PEA_A_50)	M3	80920
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	12240	SUBBASE GRANULAR PEA CLASE A - (SBG_PEA_A_64)	M3	80920
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	12241	SUBBASE GRANULAR PEA CLASE B - (SBG_PEA_B_50)	M3	80920
